experiment_id,metric,platform_a,value_a,platform_b,value_b,delta,status
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_glue/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_lbfgs/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_moead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_nelder_mead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_nsga2/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_pso/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_sa/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_sceua/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_adam/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_glue/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_lbfgs/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_moead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_nelder_mead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_nsga2/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_pso/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_sa/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_sceua/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:river_basins/Bow_at_Banff_lumped_calibration_ensemble_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:river_network/Bow_at_Banff_lumped_calibration_ensemble_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_aspect:catchment/lumped/Bow_at_Banff_lumped_elev_aspect/Bow_at_Banff_lumped_elev_aspect_HRUs_elevation_aspect.shp,n_features,macos_p3repro,88.000000,native_windows,88.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_aspect:river_basins/Bow_at_Banff_lumped_elev_aspect_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_aspect:river_network/Bow_at_Banff_lumped_elev_aspect_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_bands:catchment/lumped/Bow_at_Banff_lumped_elev_bands/Bow_at_Banff_lumped_elev_bands_HRUs_elevation.shp,n_features,macos_p3repro,12.000000,native_windows,12.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_bands:river_basins/Bow_at_Banff_lumped_elev_bands_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_bands:river_network/Bow_at_Banff_lumped_elev_bands_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:catchment/lumped/Bow_at_Banff_lumped_elev_sd_routing/Bow_at_Banff_lumped_elev_sd_routing_HRUs_elevation.shp,n_features,macos_p3repro,12.000000,native_windows,12.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:catchment/lumped/Bow_at_Banff_lumped_elev_sd_routing/Bow_at_Banff_lumped_elev_sd_routing_catchment_delineated.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_delineate.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_delineate.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:catchment/lumped/Bow_at_Banff_lumped_era5/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:catchment/lumped/run_1/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:river_basins/Bow_at_Banff_lumped_era5_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:river_network/Bow_at_Banff_lumped_era5_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_land_classes:catchment/lumped/Bow_at_Banff_lumped_land_classes/Bow_at_Banff_lumped_land_classes_HRUs_landclass.shp,n_features,macos_p3repro,9.000000,native_windows,9.000000,0.000000,OK
domain_Bow_at_Banff_lumped_land_classes:river_basins/Bow_at_Banff_lumped_land_classes_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_land_classes:river_network/Bow_at_Banff_lumped_land_classes_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_catchment_delineated.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_delineate.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_delineate.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp3_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:river_basins/Bow_at_Banff_multivar_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:river_network/Bow_at_Banff_multivar_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev:catchment/semidistributed/Bow_at_Banff_semidistributed_elev/Bow_at_Banff_semidistributed_elev_HRUs_elevation.shp,n_features,macos_p3repro,363.000000,native_windows,363.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev:river_basins/Bow_at_Banff_semidistributed_elev_riverBasins_semidistributed.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev:river_network/Bow_at_Banff_semidistributed_elev_riverNetwork_semidistributed.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev_aspect:catchment/semidistributed/Bow_at_Banff_semidistributed_elev_aspect/Bow_at_Banff_semidistributed_elev_aspect_HRUs_elevation_aspect.shp,n_features,macos_p3repro,2409.000000,native_windows,2409.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev_aspect:river_basins/Bow_at_Banff_semidistributed_elev_aspect_riverBasins_semidistributed.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev_aspect:river_network/Bow_at_Banff_semidistributed_elev_aspect_riverNetwork_semidistributed.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_era5:catchment/semidistributed/Bow_at_Banff_semidistributed_era5/Bow_at_Banff_semidistributed_era5_HRUs_GRUs.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_era5:river_basins/Bow_at_Banff_semidistributed_era5_riverBasins_semidistributed.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_era5:river_network/Bow_at_Banff_semidistributed_era5_riverNetwork_semidistributed.shp,n_features,macos_p3repro,49.000000,native_windows,49.000000,0.000000,OK
domain_Iceland_coastal:catchment/semidistributed/Iceland_coastal/Iceland_coastal_HRUs_GRUs.shp,n_features,macos_p3repro,2284.000000,native_windows,2284.000000,0.000000,OK
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_semidistributed.shp,n_features,macos_p3repro,1864.000000,native_windows,1864.000000,0.000000,OK
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_with_coastal.shp,n_features,macos_p3repro,2284.000000,native_windows,2284.000000,0.000000,OK
domain_Iceland_coastal:river_network/Iceland_coastal_riverNetwork_semidistributed.shp,n_features,macos_p3repro,1895.000000,native_windows,1895.000000,0.000000,OK
domain_Iceland_coastal_elev:catchment/semidistributed/Iceland_coastal_elev/Iceland_coastal_elev_HRUs_elevation.shp,n_features,macos_p3repro,7185.000000,native_windows,7185.000000,0.000000,OK
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_semidistributed.shp,n_features,macos_p3repro,1864.000000,native_windows,1864.000000,0.000000,OK
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_with_coastal.shp,n_features,macos_p3repro,2284.000000,native_windows,2284.000000,0.000000,OK
domain_Iceland_coastal_elev:river_network/Iceland_coastal_elev_riverNetwork_semidistributed.shp,n_features,macos_p3repro,1895.000000,native_windows,1895.000000,0.000000,OK
domain_Iceland_regional:catchment/semidistributed/Iceland_regional/Iceland_regional_HRUs_GRUs.shp,n_features,macos_p3repro,1894.000000,native_windows,1894.000000,0.000000,OK
domain_Iceland_regional:river_basins/Iceland_regional_riverBasins_semidistributed.shp,n_features,macos_p3repro,1894.000000,native_windows,1894.000000,0.000000,OK
domain_Iceland_regional:river_network/Iceland_regional_riverNetwork_semidistributed.shp,n_features,macos_p3repro,1895.000000,native_windows,1895.000000,0.000000,OK
domain_paradise_snotel_wa_era5:catchment/point/paradise_snotel_wa_era5/paradise_snotel_wa_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
domain_paradise_snotel_wa_era5:river_basins/paradise_snotel_wa_era5_riverBasins_point.shp,n_features,macos_p3repro,1.000000,native_windows,1.000000,0.000000,OK
run_1@TOPMODEL,KGE,macos_p3repro,0.908749,native_windows,0.953393,0.044644,EXPLAINED
run_1@XINANJIANG,KGE,macos_p3repro,0.931094,native_windows,0.914235,0.016859,OK
bow_exp3_joint@SUMMA,KGE,macos_p3repro,0.728373,wsl,0.851716,0.123343,DIFF
cal_ensemble_fuse_abc@FUSE,KGE,macos_p3repro,0.870525,wsl,0.870525,0.000000,OK
cal_ensemble_fuse_basin_hopping@FUSE,KGE,macos_p3repro,0.862520,wsl,0.848325,0.014195,OK
cal_ensemble_fuse_bayesian_opt@FUSE,KGE,macos_p3repro,0.835567,wsl,0.835567,0.000000,OK
cal_ensemble_fuse_cmaes@FUSE,KGE,macos_p3repro,0.909039,wsl,0.908427,0.000612,OK
cal_ensemble_fuse_dds@FUSE,KGE,macos_p3repro,0.909638,wsl,0.909638,0.000000,OK
cal_ensemble_fuse_de@FUSE,KGE,macos_p3repro,0.908488,wsl,0.908488,0.000000,OK
cal_ensemble_fuse_dream@FUSE,KGE,macos_p3repro,0.872713,wsl,0.872713,0.000000,OK
cal_ensemble_fuse_ga@FUSE,KGE,macos_p3repro,0.887208,wsl,0.887208,0.000000,OK
cal_ensemble_fuse_glue@FUSE,KGE,macos_p3repro,0.851469,wsl,0.851469,0.000000,OK
cal_ensemble_fuse_nelder_mead@FUSE,KGE,macos_p3repro,0.894987,wsl,0.895090,0.000103,OK
cal_ensemble_fuse_nsga2@FUSE,KGE,macos_p3repro,0.898192,wsl,0.907447,0.009255,OK
cal_ensemble_fuse_pso@FUSE,KGE,macos_p3repro,0.910320,wsl,0.910320,0.000000,OK
cal_ensemble_fuse_sa@FUSE,KGE,macos_p3repro,0.891930,wsl,0.891930,0.000000,OK
cal_ensemble_fuse_sceua@FUSE,KGE,macos_p3repro,0.890818,wsl,0.890818,0.000000,OK
cal_ensemble_hype_abc@HYPE,KGE,macos_p3repro,0.686033,wsl,0.686033,0.000000,OK
cal_ensemble_hype_basin_hopping@HYPE,KGE,macos_p3repro,0.355703,wsl,0.355705,0.000003,OK
cal_ensemble_hype_bayesian_opt@HYPE,KGE,macos_p3repro,0.474379,wsl,0.474379,0.000000,OK
cal_ensemble_hype_cmaes@HYPE,KGE,macos_p3repro,0.813324,wsl,0.690405,0.122919,EXPLAINED
cal_ensemble_hype_dds@HYPE,KGE,macos_p3repro,0.849389,wsl,0.849389,0.000000,OK
domain_Bow_at_Banff_distributed:catchment/distributed/Bow_at_Banff_distributed/Bow_at_Banff_distributed_HRUs_GRUs.shp,n_features,macos_p3repro,2332.000000,wsl,2332.000000,0.000000,OK
domain_Bow_at_Banff_distributed:river_basins/Bow_at_Banff_distributed_riverBasins_distributed_1000m.shp,n_features,macos_p3repro,2332.000000,wsl,2332.000000,0.000000,OK
domain_Bow_at_Banff_distributed:river_network/Bow_at_Banff_distributed_riverNetwork_distributed_1000m.shp,n_features,macos_p3repro,2332.000000,wsl,2332.000000,0.000000,OK
domain_Bow_at_Banff_lumped:catchment/lumped/pipeline_bow/Bow_at_Banff_lumped_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped:river_basins/Bow_at_Banff_lumped_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped:river_network/Bow_at_Banff_lumped_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_glue/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_moead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
